# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1623719	1624645	-							EMQ_RS07365	927		old_locus_tag=EMQ_1474
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1623719	1624645	-	WP_010666025.1	WP_010666025.1		LysR substrate-binding domain-containing protein			EMQ_RS07365	927	308	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1624799	1625890	+							EMQ_RS07370	1092		old_locus_tag=EMQ_1475
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1624799	1625890	+	WP_010666026.1	WP_010666026.1		LLM class flavin-dependent oxidoreductase			EMQ_RS07370	1092	363	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1625898	1626884	+							EMQ_RS07375	987		old_locus_tag=EMQ_1476
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1625898	1626884	+	WP_010666027.1	WP_010666027.1		NAD(P)-binding domain-containing protein			EMQ_RS07375	987	328	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1626911	1627705	+							EMQ_RS07380	795		old_locus_tag=EMQ_1477
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1626911	1627705	+	WP_010666028.1	WP_010666028.1		class II aldolase/adducin family protein			EMQ_RS07380	795	264	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1627728	1628327	+							EMQ_RS07385	600		old_locus_tag=EMQ_1478
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1627728	1628327	+	WP_010666029.1	WP_010666029.1		cysteine dioxygenase			EMQ_RS07385	600	199	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1628324	1629940	+							EMQ_RS07390	1617		old_locus_tag=EMQ_1479
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1628324	1629940	+	WP_018308228.1	WP_018308228.1		hypothetical protein			EMQ_RS07390	1617	538	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1630186	1632354	-							EMQ_RS07395	2169		old_locus_tag=EMQ_1480
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1630186	1632354	-	WP_231367977.1	WP_231367977.1		TonB-dependent receptor			EMQ_RS07395	2169	722	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1632812	1633804	+							EMQ_RS07400	993		old_locus_tag=EMQ_1481
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1632812	1633804	+	WP_010665822.1	WP_010665822.1		ABC transporter substrate-binding protein			EMQ_RS07400	993	330	
gene	pseudogene	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1634020	1634415	-							EMQ_RS07405	396		partial;pseudo;old_locus_tag=EMQ_1482
CDS	without_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1634020	1634415	-				ATP-binding cassette domain-containing protein			EMQ_RS07405	396		partial;pseudo
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1634490	1635572	+							EMQ_RS07410	1083		old_locus_tag=EMQ_1483
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1634490	1635572	+	WP_185230054.1	WP_185230054.1		IS5 family transposase			EMQ_RS07410	1083	360	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1635716	1636594	+							EMQ_RS07415	879		
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1635716	1636594	+	WP_132012094.1	WP_132012094.1		hypothetical protein			EMQ_RS07415	879	292	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1637049	1637381	-							EMQ_RS07420	333		old_locus_tag=EMQ_1485
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1637049	1637381	-	WP_010669505.1	WP_010669505.1		type II toxin-antitoxin system HicB family antitoxin			EMQ_RS07420	333	110	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1637378	1637632	-							EMQ_RS07425	255		old_locus_tag=EMQ_1486
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1637378	1637632	-	WP_010669504.1	WP_010669504.1		type II toxin-antitoxin system HicA family toxin			EMQ_RS07425	255	84	
gene	pseudogene	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1637768	1637910	-							EMQ_RS07430	143		partial;pseudo
CDS	without_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1637768	1637910	-				transposase			EMQ_RS07430	143		partial;pseudo
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1638327	1639760	+							EMQ_RS07435	1434		old_locus_tag=EMQ_1488
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1638327	1639760	+	WP_010666610.1	WP_010666610.1		DNA photolyase family protein			EMQ_RS07435	1434	477	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1639899	1640600	+							EMQ_RS07440	702		old_locus_tag=EMQ_1489
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1639899	1640600	+	WP_010666611.1	WP_010666611.1		pirin family protein			EMQ_RS07440	702	233	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1640888	1641508	+							EMQ_RS07445	621		old_locus_tag=EMQ_1491
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1640888	1641508	+	WP_010666612.1	WP_010666612.1		hypothetical protein			EMQ_RS07445	621	206	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1642325	1643134	+							EMQ_RS07450	810		old_locus_tag=EMQ_1494
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1642325	1643134	+	WP_010667517.1	WP_010667517.1		creatininase family protein			EMQ_RS07450	810	269	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1643152	1643415	-							EMQ_RS07455	264		old_locus_tag=EMQ_1495
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1643152	1643415	-	WP_010667516.1	WP_010667516.1		hypothetical protein			EMQ_RS07455	264	87	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1643507	1645000	-							EMQ_RS07460	1494		old_locus_tag=EMQ_1496
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1643507	1645000	-	WP_010667515.1	WP_010667515.1		efflux transporter outer membrane subunit			EMQ_RS07460	1494	497	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1645101	1646012	-							EMQ_RS07465	912		old_locus_tag=EMQ_1497
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1645101	1646012	-	WP_010667514.1	WP_010667514.1		HlyD family secretion protein			EMQ_RS07465	912	303	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1646060	1646254	-							EMQ_RS07470	195		old_locus_tag=EMQ_1498
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1646060	1646254	-	WP_010667513.1	WP_010667513.1		DUF1656 domain-containing protein			EMQ_RS07470	195	64	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1646254	1648521	-							EMQ_RS07475	2268		old_locus_tag=EMQ_1499
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1646254	1648521	-	WP_010667512.1	WP_010667512.1		FUSC family protein			EMQ_RS07475	2268	755	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1648518	1649045	-							EMQ_RS07480	528		old_locus_tag=EMQ_1500
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1648518	1649045	-	WP_010667511.1	WP_010667511.1		MarR family transcriptional regulator			EMQ_RS07480	528	175	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1649305	1649547	+							EMQ_RS07485	243		
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1649305	1649547	+	WP_010667510.1	WP_010667510.1		TetR family transcriptional regulator			EMQ_RS07485	243	80	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1649932	1651080	-							EMQ_RS07490	1149		old_locus_tag=EMQ_1502
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1649932	1651080	-	WP_010667508.1	WP_010667508.1		GNAT family N-acetyltransferase			EMQ_RS07490	1149	382	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1651080	1651544	-							EMQ_RS07495	465		old_locus_tag=EMQ_1503
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1651080	1651544	-	WP_010667507.1	WP_010667507.1		RidA family protein			EMQ_RS07495	465	154	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1651770	1653128	-							EMQ_RS07500	1359		old_locus_tag=EMQ_1504
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1651770	1653128	-	WP_010667506.1	WP_010667506.1		hypothetical protein			EMQ_RS07500	1359	452	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1653463	1655430	-							EMQ_RS07505	1968		old_locus_tag=EMQ_1505
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1653463	1655430	-	WP_018308223.1	WP_018308223.1		S9 family peptidase			EMQ_RS07505	1968	655	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1655508	1656227	+							EMQ_RS07510	720		old_locus_tag=EMQ_1506
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1655508	1656227	+	WP_010667322.1	WP_010667322.1		DedA family protein			EMQ_RS07510	720	239	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1656217	1657182	+							EMQ_RS07515	966		old_locus_tag=EMQ_1507
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1656217	1657182	+	WP_018308222.1	WP_018308222.1		SDR family oxidoreductase			EMQ_RS07515	966	321	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1657462	1658463	+							EMQ_RS07520	1002		old_locus_tag=EMQ_1508
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1657462	1658463	+	WP_010669144.1	WP_010669144.1		LLM class flavin-dependent oxidoreductase			EMQ_RS07520	1002	333	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1658533	1658910	-							EMQ_RS07525	378		old_locus_tag=EMQ_1509
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1658533	1658910	-	WP_010667338.1	WP_010667338.1		histidine triad nucleotide-binding protein			EMQ_RS07525	378	125	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1658945	1659460	-							EMQ_RS07530	516		old_locus_tag=EMQ_1510
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1658945	1659460	-	WP_010667339.1	WP_010667339.1		phosphoribosyl-ATP diphosphatase			EMQ_RS07530	516	171	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1659472	1660254	-					hisF		EMQ_RS07535	783		old_locus_tag=EMQ_1511
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1659472	1660254	-	WP_010667340.1	WP_010667340.1		imidazole glycerol phosphate synthase subunit HisF	hisF		EMQ_RS07535	783	260	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1660254	1661594	-					hisA		EMQ_RS07540	1341		old_locus_tag=EMQ_1512
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1660254	1661594	-	WP_010667341.1	WP_010667341.1		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	hisA		EMQ_RS07540	1341	446	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1661594	1662247	-					hisH		EMQ_RS07545	654		old_locus_tag=EMQ_1513
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1661594	1662247	-	WP_010667342.1	WP_010667342.1		imidazole glycerol phosphate synthase subunit HisH	hisH		EMQ_RS07545	654	217	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1662256	1662699	-							EMQ_RS07550	444		old_locus_tag=EMQ_1514
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1662256	1662699	-	WP_010667343.1	WP_010667343.1		hypothetical protein			EMQ_RS07550	444	147	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1662696	1663292	-					hisB		EMQ_RS07555	597		old_locus_tag=EMQ_1515
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1662696	1663292	-	WP_010667344.1	WP_010667344.1		imidazoleglycerol-phosphate dehydratase HisB	hisB		EMQ_RS07555	597	198	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1663408	1665795	-							EMQ_RS07560	2388		old_locus_tag=EMQ_1516
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1663408	1665795	-	WP_010667345.1	WP_010667345.1		GGDEF and EAL domain-containing protein			EMQ_RS07560	2388	795	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1666045	1666398	-							EMQ_RS07565	354		
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1666045	1666398	-	WP_010667346.1	WP_010667346.1		hypothetical protein			EMQ_RS07565	354	117	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1666416	1667945	+							EMQ_RS07570	1530		old_locus_tag=EMQ_1518
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1666416	1667945	+	WP_010667347.1	WP_010667347.1		type I restriction-modification system subunit M			EMQ_RS07570	1530	509	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1667932	1669185	+							EMQ_RS07575	1254		old_locus_tag=EMQ_1519
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1667932	1669185	+	WP_018308221.1	WP_018308221.1		restriction endonuclease subunit S			EMQ_RS07575	1254	417	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1669190	1672483	+							EMQ_RS07580	3294		old_locus_tag=EMQ_1520
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1669190	1672483	+	WP_010666110.1	WP_010666110.1		HsdR family type I site-specific deoxyribonuclease			EMQ_RS07580	3294	1097	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1672486	1673226	+							EMQ_RS07585	741		old_locus_tag=EMQ_1521
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1672486	1673226	+	WP_010666109.1	WP_010666109.1		M48 family metallopeptidase			EMQ_RS07585	741	246	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1673730	1676147	+							EMQ_RS07590	2418		old_locus_tag=EMQ_1523
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1673730	1676147	+	WP_010666108.1	WP_010666108.1		TonB-dependent siderophore receptor			EMQ_RS07590	2418	805	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1676282	1676560	-							EMQ_RS07595	279		old_locus_tag=EMQ_1524
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1676282	1676560	-	WP_010666107.1	WP_010666107.1		hypothetical protein			EMQ_RS07595	279	92	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1676693	1678288	-							EMQ_RS07600	1596		old_locus_tag=EMQ_1525
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1676693	1678288	-	WP_010666106.1	WP_010666106.1		bifunctional aspartate transaminase/aspartate 4-decarboxylase			EMQ_RS07600	1596	531	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1678377	1681346	-							EMQ_RS07605	2970		old_locus_tag=EMQ_1526
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1678377	1681346	-	WP_010666105.1	WP_010666105.1		ATP-dependent DNA helicase			EMQ_RS07605	2970	989	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1681563	1682597	+							EMQ_RS07610	1035		old_locus_tag=EMQ_1527
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1681563	1682597	+	WP_231367976.1	WP_231367976.1		hypothetical protein			EMQ_RS07610	1035	344	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1682664	1683506	+							EMQ_RS07615	843		old_locus_tag=EMQ_1528
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1682664	1683506	+	WP_010666103.1	WP_010666103.1		PhzF family phenazine biosynthesis protein			EMQ_RS07615	843	280	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1683716	1684651	-							EMQ_RS07620	936		old_locus_tag=EMQ_1529
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1683716	1684651	-	WP_010666102.1	WP_010666102.1		LysR family transcriptional regulator			EMQ_RS07620	936	311	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1684824	1685984	+							EMQ_RS07625	1161		old_locus_tag=EMQ_1530
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1684824	1685984	+	WP_010666100.1	WP_010666100.1		iron-containing alcohol dehydrogenase			EMQ_RS07625	1161	386	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1686015	1687403	+							EMQ_RS07630	1389		old_locus_tag=EMQ_1531
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1686015	1687403	+	WP_018308218.1	WP_018308218.1		MHS family MFS transporter			EMQ_RS07630	1389	462	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1687443	1688936	+							EMQ_RS07635	1494		old_locus_tag=EMQ_1532
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1687443	1688936	+	WP_010667483.1	WP_010667483.1		CoA-acylating methylmalonate-semialdehyde dehydrogenase			EMQ_RS07635	1494	497	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1689038	1690198	-							EMQ_RS07640	1161		old_locus_tag=EMQ_1533
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1689038	1690198	-	WP_010667484.1	WP_010667484.1		glycosyltransferase			EMQ_RS07640	1161	386	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1690195	1691409	-							EMQ_RS07645	1215		old_locus_tag=EMQ_1534
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1690195	1691409	-	WP_018308217.1	WP_018308217.1		glycosyltransferase family 4 protein			EMQ_RS07645	1215	404	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1691607	1692830	+					argE		EMQ_RS07650	1224		old_locus_tag=EMQ_1535
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1691607	1692830	+	WP_010668018.1	WP_010668018.1		acetylornithine deacetylase	argE		EMQ_RS07650	1224	407	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1692850	1693866	+							EMQ_RS07655	1017		old_locus_tag=EMQ_1536
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1692850	1693866	+	WP_231367975.1	WP_231367975.1		succinylglutamate desuccinylase/aspartoacylase family protein			EMQ_RS07655	1017	338	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1693909	1695501	-							EMQ_RS07660	1593		old_locus_tag=EMQ_1537
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1693909	1695501	-	WP_010668020.1	WP_010668020.1		efflux transporter outer membrane subunit			EMQ_RS07660	1593	530	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1695498	1696682	-							EMQ_RS07665	1185		old_locus_tag=EMQ_1538
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1695498	1696682	-	WP_010668021.1	WP_010668021.1		efflux RND transporter periplasmic adaptor subunit			EMQ_RS07665	1185	394	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1696682	1699855	-							EMQ_RS07670	3174		old_locus_tag=EMQ_1539
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1696682	1699855	-	WP_018308216.1	WP_018308216.1		efflux RND transporter permease subunit			EMQ_RS07670	3174	1057	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1700084	1700671	-							EMQ_RS07675	588		old_locus_tag=EMQ_1540
